,Unnamed: 0,company,description,salary,title,remote,city,state
2633,2633,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2634,2634,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2635,2635,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2636,2636,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2637,2637,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2638,2638,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2639,2639,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2640,2640,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2641,2641,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2642,2642,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2643,2643,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2644,2644,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2645,2645,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2646,2646,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2647,2647,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2648,2648,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2649,2649,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2650,2650,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2651,2651,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2652,2652,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2653,2653,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2654,2654,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2655,2655,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2656,2656,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2657,2657,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
2658,2658,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
2659,2659,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
2660,2660,Ampersand,The Machine Learning Engineering team at Ampersand is seeking a Machine Learning Engineer focused on productionizing Bayesian models developed by the Data…,,Machine Learning Engineer,no,New York,NY
2661,2661,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
2662,2662,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
2663,2663,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
2664,2664,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
2665,2665,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
2666,2666,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
2667,2667,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
2668,2668,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
