,Unnamed: 0,title,salary,description,remote,city,state
2149,2149,Data Scientist,,"We use advanced machine learning, data science, operations research, statistics, and related analytics methodologies, operating on big data and delivered on a…",no,Atlanta,GA
2150,2150,Machine Learning,,"Experience building data and modeling pipelines.In this role, you will work with time-series data from multiple sensors, build data and machine learning…",no,Seattle,WA
2151,2151,Senior Scientific Engineering Associate,,"Develop, implement, and optimize advanced data analyses.Demonstrated outstanding data analysis skills and proficiency in C/C++ and Python.",no,San Francisco Bay Area,CA
2152,2152,Data Analyst,,Provides support in the analysis and validation of business and financial data reported across the Loyola University Health System organization.,yes,Maywood,IL
2153,2153,Data Scientist,,Appropriate data representation for multiple data sets.Performs initial data quality checks on extracted data.Perform trend and cluster analysis on data to.,no,Bentonville,AR
2154,2154,Sr. Software Engineer,,3+ years of experience in software engineering/data science.Solid grasp of computer science fundamentals including data structures and algorithms.,no,Austin,TX
2155,2155,Visiting Instructor - Business Analytics,,Demonstrated competencies in the area of business analytics and data science.Demonstrated competency or the promise of teaching effectiveness in data analytics…,no,Villanova,PA
2156,2156,"Principal Tech Program Manager (TPM), AWS AI - Computer Visi...",,"In the process, you will work closely with data, science and engineering teams to invent on multiple dimensions ranging from data processing at scale, to model…",no,Bellevue,WA
2157,2157,"Registered Nurse, College Hill/Adolescent/PA3W, 0.6FTE, Nigh...",,"Collects clinical data; follow algorithms, decision trees, and protocols.SUBFUNCTION DEFINITION: Nurses who have graduated from a college level nursing program…",no,Cincinnati,OH
2158,2158,Software Engineer II-Artificial Intelligence/Machine Languag...,,"Experience with non-traditional data storage technologies (e.g., Cassandra, ElasticSearch, Solr, MongoDB, Graph stores, MinIO for block storage).",no,Richardson,TX
2159,2159,Postdoctoral Fellow - Public Health Research: Bioinformatics...,,Strong statistical and data science skills in a programming language such as R or Python.The successful candidate will have freedom to explore their own…,no,Duarte,CA
2160,2160,Release Manager - Enterprise Analytics,,Provide actuarial perspective in technical meetings with data engineering and data science teams working on developing new features of the UW Platform.,no,Woonsocket,RI
2161,2161,Federal - ETL Developer Engineer,,Participate in troubleshooting and resolving data integration issues such as data quality.Experience using Python and Spark/Python/SQL and common data science…,no,St. Louis,MO
2162,2162,"Actuarial Director - Eden Prairie, NYC or Telecommuter",,"Experience deploying data science models in a production setting.Experience building robust data pipelines using a variety of data sources, programming…",yes,Eden Prairie,MN
2163,2163,Data Engineer,,Strong understanding of modern analytics using Machine Learning and data science.3-5 years’ experience in loading source system data extracts into data…,no,San Antonio,TX
2164,2164,ML Engineer,,2-3 years of experience working with Hadoop big data platform and Spark using PySpark for data transformation/data preparation coding.,no,New York,NY
2165,2165,Clinical App & Analytical Svcs Sr Mgr,,"Master’s degree or equivalent in data analytics or data science, data informatics, computer science or data science related field.",no,Thousand Oaks,CA
2166,2166,Financial Analytics Lead,,Claims data as well as data from CMS are utilized to project revenue generated from specific programs.Experience in managing data to support and influence…,yes,Louisville,KY
2167,2167,Data Analyst,,Participate in troubleshooting and resolving data integration issues such as data quality.Experience using Python and Spark/Python/SQL and common data science…,no,San Antonio,TX
2168,2168,"Senior Actuarial Consultant, Life Insurance",,"Expertise in at least one of the following functional areas as applied to the life insurance industry: predictive analytics / data science, experience studies,…",no,Atlanta,GA
2169,2169,Respiratory Therapist- Liberty Campus,,"Assesses patients, clients and families and recognizes normal parameters, deviations and abnormalities in physical, emotional, developmental and behavioral…",no,Township of Liberty,OH
2170,2170,Natural Language Processing (NLP) Engineer,,"Building an active learning framework for labeling of chat data at scale.Based on 8 years of research at MIT, and inspired by the human ability to acquire…",no,Boston,MA
2171,2171,Data Scientist,,"Serve as a data science and analytics team lead in a highly matrixed research environment, and as a data science project lead on multidisciplinary teams that…",no,Philadelphia,PA
2172,2172,Data Science,"$110,700 - $135,300 a year","Expert knowledge in data analysis and preparation, including experience with very large data sets (requiring big-data techniques) and sparse or poor-quality…",yes,Remote,
2173,2173,Mathematician,,"As a mathematician, you will be responsible for creating mathematical models for multiple games and researching and analyzing games from a game/math balance…",no,Las Vegas,NV
2174,2174,Statistician,"$3,521 - $4,079 a month","They may oversee other data personnel.This will include providing assistance in the establishment of data collection instruments and protocols, evaluation…",no,Albuquerque,NM
2175,2175,Data Analyst,,Leading and participating in projects that require advanced data and business analysis skills including best in practice methodologies and modeling.,no,Alpharetta,GA
